hotel_name,location,features,ratings,reviews,review_title,room_style,price,tax_charges,city,duration,persons,cancellation_policy,pre_payment,breakfast_included,Beds,Rooms
Treebo Trend Rock Valley,Ponda,Standard Double Room1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,9.2,12.0,Superb,Standard Double Room,30775.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 large double bed,2 bedroomsss
La baga Beach Hotel By Orion Hotels,Calangute,Superior Double Room1 double bedFree cancellation,8.7,63.0,Fabulous,Superior Double Room,59668.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
The Ark Comforts,Palolem,Deluxe Double Room with Partial Sea View1 extra-large double bedBreakfast includedOnly 2 rooms left at this price on our site,8.7,95.0,Fabulous,Deluxe Double Room with Partial Sea View,114376.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 extra-large double bed,2 bedroomsss
Novotel Goa Dona Sylvia Resort,"Cavelossim Beach, Cavelossim",Boutique Villa King Room1 large double bedBreakfast included,8.4,680.0,Very good,Boutique Villa King Room,85583.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 large double bed,King Room
Country Inn Tarika Goa Varca Beach,Varca,Goa Classic with complimentary bottle of beerMultiple bed typesBreakfast includedOnly 6 rooms left at this price on our site,7.3,205.0,Good,Goa Classic with complimentary bottle of beer,39375.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,,
Fairfield by Marriott Goa Anjuna,Anjuna,Fairfield Queen Room with Balcony1 large double bed,8.2,1485.0,Very good,Fairfield Queen Room with Balcony,44699.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,Queen Room
Fairfield by Marriott Goa Calangute,Calangute,Fairfield Deluxe Queen1 double bedOnly 5 rooms left at this price on our site,8.2,740.0,Very good,Fairfield Deluxe Queen,47097.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 double bed,
"Le Meridien Goa, Calangute",Calangute,Classic Room with King Bed1 extra-large double bed,8.1,780.0,Very good,Classic Room with King Bed,66197.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 extra-large double bed,
Jungle by sturmfrei Vagator,Vagator,Standard King Room (Annex)1 large double bedFree cancellationOnly 6 rooms left at this price on our site,7.6,592.0,Good,Standard King Room (Annex),32200.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,King Room
Om Sai Beach Huts,Agonda,"Deluxe Double Room with Garden View2 beds (1 single, 1 large double)Free cancellationOnly 2 rooms left at this price on our site",9.1,307.0,Superb,Deluxe Double Room with Garden View,31109.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,2 bedroomsss
Park Inn by Radisson Goa Candolim,Candolim,Family RoomPrivate suite1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 left at this price on our site,7.5,158.0,Good,Family Room,48800.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,Family Room
Dudhsagar Plantation,Cormonem,Deluxe Bungalow with Garden ViewEntire bungalow • 1 bedroom • 1 bathroom • 35m²1 extra-large double bedBreakfast includedOnly 3 left at this price on our site,8.8,36.0,Fabulous,Deluxe Bungalow with Garden View,19000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 extra-large double bed,1 bedroom
De Alcazar Calangute,Calangute,Executive Room1 large double bedBreakfast includedFree cancellation,7.1,1236.0,Good,Executive Room,20478.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 large double bed,Executive Room
"Radisson Blu Resort, Goa","Cavelossim Beach, Cavelossim",Premium RoomBeds: 1 double or 2 singlesBreakfast included,8.2,548.0,Very good,Premium Room,96025.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,Beds: 1 double or 2 singles,
Mercure Goa Devaaya Resort,Old Goa,Superior Double Room with Garden View1 large double bedBreakfast included,8.7,277.0,Fabulous,Superior Double Room with Garden View,35547.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 large double bed,2 bedroomsss
"Country Inn & Suites by Radisson, Goa Candolim",Candolim,Standard King Room - Smoking1 large double bedBreakfast includedFree cancellation,7.0,885.0,Good,Standard King Room - Smoking,49444.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 large double bed,King Room
Fairfield by Marriott Goa Benaulim,"Benaulim Beach, Benaulim",Fairfield Deluxe Room with Balcony1 large double bedFree cancellationOnly 5 rooms left at this price on our site,8.9,700.0,Fabulous,Fairfield Deluxe Room with Balcony,50997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,Deluxe Room
Sonesta Inns - Candolim,Candolim, Premium non pool view1 double bedFree cancellationOnly 3 rooms left at this price on our site,8.1,185.0,Very good, Premium non pool view,74700.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,
"Kenilworth Resort & Spa, Goa",Utorda,Superior Deluxe Room Beds: 1 double or 2 singlesBreakfast includedOnly 5 rooms left at this price on our site,8.2,674.0,Very good,Superior Deluxe Room ,102899.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,Beds: 1 double or 2 singles,Deluxe Room
ibis Styles Goa Calangute - An Accor Brand,Calangute,Deluxe Queen Room1 large double bedBreakfast included,7.9,1120.0,Good,Deluxe Queen Room,34200.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 large double bed,Queen Room
Novotel Goa Resort & Spa,Candolim,Superior King Room1 large double bedBreakfast includedOnly 7 rooms left at this price on our site,7.7,1055.0,Good,Superior King Room,68997.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 large double bed,King Room
"Taj Fort Aguada Resort & Spa, Goa","Candolim Beach, Candolim",Superior Room Garden View with Sitout - Twin Bed1 single bedBreakfast includedOnly 2 rooms left at this price on our site,8.9,1275.0,Fabulous,Superior Room Garden View with Sitout - Twin Bed,173500.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,,Superior Room
"Ginger Madgaon, Goa",Madgaon,Superior Double1 large double bedFree cancellation,7.1,216.0,Good,Superior Double,19497.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,
Celebrations - Vagator - Goa,Vagator,"Suite with Hot TubPrivate suite • 1 bedroom • 1 living room • 1 bathroom • 37m²2 beds (1 sofa bed, 1 large double)Breakfast includedOnly 1 left at this price on our site",8.4,338.0,Very good,Suite with Hot Tub,37800.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,"2 beds (1 sofa bed, 1 large double)",1 bedroom
Agonda Shell Beach Resort,Canacona,Deluxe Double Room with Sea View1 large double bedFree cancellationOnly 1 room left at this price on our site,7.2,198.0,Good,Deluxe Double Room with Sea View,79566.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
"The Hosteller Goa, Arpora",Arpora,Superior Double Room with Balcony1 double bedFree cancellationOnly 2 rooms left at this price on our site,7.5,10.0,Good,Superior Double Room with Balcony,34557.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
Kings Villa Resort,"Palolem Beach, Palolem","Family Room with Garden View3 beds (2 singles, 1 extra-large double)Breakfast includedOnly 4 rooms left at this price on our site",7.5,388.0,Good,Family Room with Garden View,57900.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,,Family Room
"Taj Holiday Village Resort & Spa, Goa","Candolim Beach, Candolim",Superior Room Garden View with Balcony - Twin Bed2 single bedsBreakfast includedOnly 4 rooms left at this price on our site,8.9,957.0,Fabulous,Superior Room Garden View with Balcony - Twin Bed,180500.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,2 single beds,Superior Room
Planet Hollywood Beach Resort Goa,Utorda,Superior Double Room Garden View (Contact-less Check in Available)1 double bedBreakfast included,8.2,553.0,Very good,Superior Double Room Garden View (Contact-less Check in Available),64599.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 double bed,2 bedroomsss
"Taj Cidade de Goa Heritage, Goa",Panaji,Superior Room King Bed1 extra-large double bedBreakfast included,8.7,995.0,Fabulous,Superior Room King Bed,139000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 extra-large double bed,Superior Room
"The Postcard Hideaway, Netravali Wildlife Sanctuary, Goa",Vichondrem,Luxury Room1 large double bedBreakfast & dinner includedFree cancellation,9.4,30.0,Superb,Luxury Room,174400.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,Luxury Room
Beach Street Eco Resort & Spa,"Mandrem Beach , Mandrem",Eco HutEntire bungalow • 1 bedroom • 1 bathroom • 23m²2 single beds,8.1,260.0,Very good,Eco Hut,26730.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,2 single beds,1 bedroom
Eternal wave by HappyInch,Calangute, 2 bedroom apartment luxury editionEntire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 135m²2 extra-large double bedsFree cancellationOnly 2 left at this price on our site,7.3,503.0,Good, 2 bedroom apartment luxury edition,91350.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,2 bedroomsss
"Taj Exotica Resort & Spa, Goa","Benaulim Beach, Benaulim",Villa Room Garden View King Bed1 extra-large double bedBreakfast included,9.1,827.0,Superb,Villa Room Garden View King Bed,250000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 extra-large double bed,Villa Room
Novotel Goa Candolim,Candolim,Superior King Room1 large double bedBreakfast includedOnly 7 rooms left at this price on our site,7.8,1364.0,Good,Superior King Room,57297.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 large double bed,King Room
Pappi Chulo Vagator,"Vagator Beach, Vagator",Deluxe Double Room1 large double bedFree cancellationOnly 1 room left at this price on our site,7.9,699.0,Good,Deluxe Double Room,47997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
Alvorada Resort,Arpora,Deluxe Double or Twin Room with Pool View1 extra-large double bedBreakfast includedFree cancellation,7.5,236.0,Good,Deluxe Double or Twin Room with Pool View,49500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 extra-large double bed,2 bedroomsss
Habitus - Mandrem,Mandrem,"King Room with Pool View2 beds (1 sofa bed, 1 large double)Breakfast includedFree cancellation",9.7,9.0,Exceptional,King Room with Pool View,66420.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,"2 beds (1 sofa bed, 1 large double)",King Room
The St Regis Goa Resort,"Cavelossim Beach, Cavelossim","Lagoon Superior Room, 1 King, Lagoon View1 extra-large double bedBreakfast includedFree cancellationOnly 5 rooms left at this price on our site",9.0,525.0,Superb,"Lagoon Superior Room, 1 King, Lagoon View",175000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 extra-large double bed,Superior Room
"Amoravida By 7 Apple Resorts, Goa",Mandrem,Palm Room1 large double bedFree cancellationOnly 4 rooms left at this price on our site,8.5,47.0,Very good,Palm Room,27500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,Palm Room
The Porto by Lagom,Anjuna,Standard King Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the property,7.5,285.0,Good,Standard King Room,108000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 extra-large double bed,King Room
Siolim Suites,Siolim,"One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65m²4 beds (2 singles, 1 sofa bed, 1 large double)Only 1 left at this price on our site",9.2,124.0,Superb,One-Bedroom Apartment,35100.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,1 bedroom
Double V Arambol,"Arambol beach, Arambol",Deluxe Double Room with Balcony1 large double bedOnly 3 rooms left at this price on our site,7.8,174.0,Good,Deluxe Double Room with Balcony,45000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,2 bedroomsss
Hard Rock Hotel Goa,Calangute,Deluxe Twin Room with Complimentary Beer Bucket and 15% Discount on F&B & Spa2 single bedsBreakfast included,7.4,952.0,Good,Deluxe Twin Room with Complimentary Beer Bucket and 15% Discount on F&B & Spa,81171.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,2 single beds,2 bedroomsss
Laliguras Villa 200 Mts from candolim beach,"Candolim Beach, Candolim",Prestige Classic Room with Balcony - 10% off on Food and Soft Beverage1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,8.2,422.0,Very good,Prestige Classic Room with Balcony - 10% off on Food and Soft Beverage,21000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 large double bed,Prestige Classic Room
Sobit Sarovar Portico,Palolem,Deluxe  Double Rooms With BalconyBreakfast includedOnly 2 rooms left at this price on our site,8.6,438.0,Fabulous,Deluxe  Double Rooms With Balcony,46845.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,,2 bedroomsss
Crystall Goa Palolem,"Palolem Beach, Palolem",Superior King Room1 large double bedOnly 2 rooms left at this price on our site,7.8,361.0,Good,Superior King Room,48450.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,King Room
FabEscape Morjim Garden Beach,Old Goa,Deluxe Room1 double bedFree cancellation,9.6,7.0,Exceptional,Deluxe Room,20661.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,Deluxe Room
Aaria Residency,Arambol,Deluxe Room1 extra-large double bedFree cancellationOnly 2 rooms left at this price on our site,8.5,141.0,Very good,Deluxe Room,28500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,Deluxe Room
Treebo Trend Green Park,Mapusa,Standard Double Room1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the property,7.5,161.0,Good,Standard Double Room,23461.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 large double bed,2 bedroomsss
Candolim Boutique House,"Candolim Beach, Candolim",Deluxe Double Room1 extra-large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 3 rooms left at this price on our site,8.0,84.0,Very good,Deluxe Double Room,54267.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 extra-large double bed,2 bedroomsss
"The Zuri White Sands, Goa Resort & Casino","Varca Beach, Varca",Superior Room Garden ViewBeds: 1 double or 2 singlesBreakfast & dinner includedOnly 3 rooms left at this price on our site,7.5,274.0,Good,Superior Room Garden View,130494.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,Beds: 1 double or 2 singles,Superior Room
Woke Morjim,Morjim,Deluxe Double Room with Balcony1 extra-large double bedFree cancellationOnly 4 rooms left at this price on our site,8.0,315.0,Very good,Deluxe Double Room with Balcony,29373.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
Calangute Ocean Wave,Baga,"Quadruple Room with Balcony3 beds (1 double, 2 futons)Free cancellation",8.4,239.0,Very good,Quadruple Room with Balcony,32000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,4 bedrooms
Silva Heritage Resort Goa,"Benaulim Beach, Benaulim",Standard Queen Room1 double bedBreakfast includedFree cancellationOnly 1 room left at this price on our site,9.7,12.0,Exceptional,Standard Queen Room,58650.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 double bed,Queen Room
Dwarka Eco Beach Resort,Cola,Deluxe Double Room with Balcony and Sea View1 extra-large double bedAll meals included,8.8,87.0,Fabulous,Deluxe Double Room with Balcony and Sea View,89100.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 extra-large double bed,2 bedroomsss
Eros Boutique Hotel,Baga,"Superior Double Room2 beds (1 large double, 1 futon)Only 2 rooms left at this price on our site",7.0,145.0,Good,Superior Double Room,24000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,2 bedroomsss
Pajaros Blu,Calangute,King Suite with BalconyPrivate suite1 large double bedFree cancellationOnly 1 left at this price on our site,8.9,312.0,Fabulous,King Suite with Balcony,42405.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,
La-Paz Gardens Beacon Hotel - Vasco da Gama Goa,Vasco Da Gama,Premium Double Room1 double bedBreakfast included,7.3,399.0,Good,Premium Double Room,18441.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 double bed,2 bedroomsss
Coastal Pearl Hotel Margao Railway Station,Madgaon,Deluxe Double Room1 large double bedBreakfast includedFree cancellationOnly 2 rooms left at this price on our site,8.8,37.0,Fabulous,Deluxe Double Room,21372.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 large double bed,2 bedroomsss
JW Marriott Goa,Vagator,Luxury King Room with Balcony and Courtyard View1 extra-large double bed,9.1,59.0,Superb,Luxury King Room with Balcony and Courtyard View,120500.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 extra-large double bed,King Room
The Ivy Anjuna,Anjuna,Premium Room with Balcony1 large double bed,8.1,380.0,Very good,Premium Room with Balcony,62000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,
"Whoopers Party Hostel, Palolem",Canacona,Double Room with Garden View1 double bedFree cancellationOnly 2 rooms left at this price on our site,9.4,59.0,Superb,Double Room with Garden View,38997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
Chapter Two Goa,Calangute,Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,9.8,53.0,Exceptional,Double Room,45000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,2 bedroomsss
"Ginger Goa, Panjim",Panaji,Luxe Twin Room 2 single bedsFree cancellation,6.9,692.0,Good,Luxe Twin Room ,28497.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,2 single beds,2 bedroomsss
Aurum Resorts Morjim,Morjim,Wooden AC CottageEntire bungalow • 1 bedroom • 1 bathroom • 22m²1 double bedOnly 5 left at this price on our site,7.6,69.0,Good,Wooden AC Cottage,25438.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 double bed,1 bedroom
FabHotel Prime The King's Court Calangute with Pool and Bar,Calangute,(Sanitised) Superior Double Room1 double bedFree cancellationOnly 3 rooms left at this price on our site,6.4,604.0,Good,(Sanitised) Superior Double Room,28873.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
Bedrock Boutique Hostel,Baga,Deluxe Double Room1 large double bedOnly 1 room left at this price on our site,7.6,245.0,Good,Deluxe Double Room,21300.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,2 bedroomsss
Saxony Beach Huts,Agonda,Deluxe Double Room with Balcony1 large double bedFree cancellationOnly 1 room left at this price on our site,7.9,116.0,Good,Deluxe Double Room with Balcony,16200.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
JOEL'S RIVER WOOD,Parxem,"Deluxe Double Room (2 Adults + 1 Child)11 beds (2 singles, 9 doubles)Breakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site",4.7,3.0,Good,Deluxe Double Room (2 Adults + 1 Child),15000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,"11 beds (2 singles, 9 doubles)",2 bedroomsss
Valletta Beachside,"Morjim Beach, Morjim",Deluxe Double Room with Balcony and Sea View1 extra-large double bedFree cancellationOnly 2 rooms left at this price on our site,6.7,59.0,Good,Deluxe Double Room with Balcony and Sea View,27000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
Jungle Book Resort,Collem,"Standard Double Room with Fan2 beds (1 double, 1 bunk bed)",4.2,45.0,Good,Standard Double Room with Fan,7500.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,2 bedroomsss
Octave Rococco Morjim,Goa Velha,Standard Double Room1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,8.4,64.0,Very good,Standard Double Room,41300.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Field Stone -3 BHK duplex villa,Talaulim,"Three-Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 300m²4 beds (1 double, 2 extra-large doubles, 1 sofa bed)Free cancellationNo prepayment needed – pay at the property",7.4,5.0,Good,Three-Bedroom Villa,43200.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,"4 beds (1 double, 2 extra-large doubles, 1 sofa bed)",3 bedrooms
Calangute Prachi Boutique GOA,Verla,VillaEntire villa • 1 bedroom • 1 bathroom1 double bedFree cancellation,6.4,39.0,Good,Villa,16499.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,1 bedroom
Santa Lucia,Saligao,"Double Room8 beds (2 singles, 2 doubles, 2 extra-large doubles, 2 large doubles)Breakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site",,,,Double Room,30000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,"8 beds (2 singles, 2 doubles, 2 extra-large doubles, 2 large doubles)",2 bedroomsss
Arambol Residensea Guesthouse,Old Goa,Budget Double Room1 single bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,9.0,3.0,Superb,Budget Double Room,16443.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,2 bedroomsss
"SortBy Stays, Anjuna",Anjuna,StudioEntire studio • 1 bathroom • 18m²1 large double bedBreakfast includedFree cancellationOnly 1 left at this price on our site,9.4,49.0,Superb,Studio,41400.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 large double bed,
Beach Deluxe Guesthouse Carolina's,"Colva Beach, Colva",Deluxe Room1 extra-large double bedOnly 4 rooms left at this price on our site,6.2,42.0,Good,Deluxe Room,13500.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 extra-large double bed,Deluxe Room
The Funky Monkey Hostel,Anjuna,Queen Room with Two Queen Beds4 double bedsFree cancellationOnly 1 room left at this price on our site,8.4,278.0,Very good,Queen Room with Two Queen Beds,53997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,Two Queen Beds4 double beds,Queen Room
Blue Door,"Morjim Beach, Morjim",Economy Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 3 rooms left at this price on our site,9.0,199.0,Superb,Economy Double Room,34000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,2 bedroomsss
